118,"Dungeness crab, Cancer magister"
119,"rock crab, Cancer irroratus"
120,"fiddler crab"
121,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica"
122,"American lobster, Northern lobster, Maine lobster, Homarus americanus"
123,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish"
124,"crayfish, crawfish, crawdad, crawdaddy"
125,"hermit crab"
126,"isopod"
127,"white stork, Ciconia ciconia"
128,"black stork, Ciconia nigra"
129,"spoonbill"
130,"flamingo"
131,"little blue heron, Egretta caerulea"
132,"American egret, great white heron, Egretta albus"
133,"bittern"
134,"crane"
135,"limpkin, Aramus pictus"
136,"European gallinule, Porphyrio porphyrio"
137,"American coot, marsh hen, mud hen, water hen, Fulica americana"
138,"bustard"
139,"ruddy turnstone, Arenaria interpres"
140,"red-backed sandpiper, dunlin, Erolia alpina"
141,"redshank, Tringa totanus"
142,"dowitcher"
143,"oystercatcher, oyster catcher"
144,"pelican"
145,"king penguin, Aptenodytes patagonica"
146,"albatross, mollymawk"
147,"grey whale, gray whale, devilfish, Eschrichtius robustus"
148,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
149,"dugong, Dugong dugon"
150,"sea lion"
151,"Chihuahua"
152,"Japanese spaniel"
153,"Maltese dog, Maltese terrier, Maltese"
154,"Pekinese, Pekingese, Peke"
155,"Shih-Tzu"
156,"Blenheim spaniel"
157,"papillon"
158,"toy terrier"
159,"Rhodesian ridgeback"
160,"Afghan hound, Afghan"
161,"basset, basset hound"
162,"beagle"
163,"bloodhound, sleuthhound"
164,"bluetick"
165,"black-and-tan coonhound"
166,"Walker hound, Walker foxhound"
167,"English foxhound"
168,"redbone"
169,"borzoi, Russian wolfhound"
170,"Irish wolfhound"
171,"Italian greyhound"
172,"whippet"
173,"Ibizan hound, Ibizan Podenco"
174,"Norwegian elkhound, elkhound"
175,"otterhound, otter hound"
176,"Saluki, gazelle hound"
177,"Scottish deerhound, deerhound"
178,"Weimaraner"
179,"Staffordshire bullterrier, Staffordshire bull terrier"
180,"American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier"
181,"Bedlington terrier"
182,"Border terrier"
183,"Kerry blue terrier"
184,"Irish terrier"
185,"Norfolk terrier"
186,"Norwich terrier"
187,"Yorkshire terrier"
188,"wire-haired fox terrier"
189,"Lakeland terrier"
190,"Sealyham terrier, Sealyham"
191,"Airedale, Airedale terrier"
192,"cairn, cairn terrier"
193,"Australian terrier"
194,"Dandie Dinmont, Dandie Dinmont terrier"
195,"Boston bull, Boston terrier"
196,"miniature schnauzer"
197,"giant schnauzer"
198,"standard schnauzer"
199,"Scotch terrier, Scottish terrier, Scottie"
200,"Tibetan terrier, chrysanthemum dog"
201,"silky terrier, Sydney silky"
202,"soft-coated wheaten terrier"
203,"West Highland white terrier"
204,"Lhasa, Lhasa apso"
205,"flat-coated retriever"
206,"curly-coated retriever"
207,"golden retriever"
208,"Labrador retriever"
209,"Chesapeake Bay retriever"
210,"German short-haired pointer"
211,"vizsla, Hungarian pointer"
212,"English setter"
213,"Irish setter, red setter"
214,"Gordon setter"
215,"Brittany spaniel"
216,"clumber, clumber spaniel"
217,"English springer, English springer spaniel"
218,"Welsh springer spaniel"
219,"cocker spaniel, English cocker spaniel, cocker"
220,"Sussex spaniel"
221,"Irish water spaniel"
222,"kuvasz"
223,"schipperke"
224,"groenendael"
225,"malinois"
226,"briard"
227,"kelpie"
228,"komondor"
229,"Old English sheepdog, bobtail"
230,"Shetland sheepdog, Shetland, Sheltie"
231,"collie"
232,"Border collie"
233,"Bouvier des Flandres, Bouviers des Flandres"
234,"Rottweiler"
235,"German shepherd, German shepherd dog, German police dog, alsatian"
236,"Doberman, Doberman pinscher"
237,"miniature pinscher"
238,"Greater Swiss Mountain dog"
239,"Bernese mountain dog"
240,"Appenzeller"
241,"EntleBucher"
242,"boxer"
243,"bull mastiff"
244,"Tibetan mastiff"
245,"French bulldog"
246,"Great Dane"
247,"Saint Bernard, St Bernard"
248,"Eskimo dog, husky"
249,"malamute, malemute, Alaskan malamute"
250,"Siberian husky"
251,"dalmatian, coach dog, carriage dog"
252,"affenpinscher, monkey pinscher, monkey dog"
253,"basenji"
254,"pug, pug-dog"
255,"Leonberg"
256,"Newfoundland, Newfoundland dog"
257,"Great Pyrenees"
258,"Samoyed, Samoyede"
259,"Pomeranian"
260,"chow, chow chow"
261,"keeshond"
262,"Brabancon griffon"
263,"Pembroke, Pembroke Welsh corgi"
264,"Cardigan, Cardigan Welsh corgi"
265,"toy poodle"
266,"miniature poodle"
267,"standard poodle"
268,"Mexican hairless"
269,"timber wolf, grey wolf, gray wolf, Canis lupus"
270,"white wolf, Arctic wolf, Canis lupus tundrarum"
271,"red wolf, maned wolf, Canis rufus, Canis niger"
272,"coyote, prairie wolf, brush wolf, Canis latrans"
273,"dingo, warrigal, warragal, Canis dingo"
274,"dhole, Cuon alpinus"
275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus"
276,"hyena, hyaena"
277,"red fox, Vulpes vulpes"
278,"kit fox, Vulpes macrotis"
279,"Arctic fox, white fox, Alopex lagopus"
280,"grey fox, gray fox, Urocyon cinereoargenteus"
281,"tabby, tabby cat"
282,"tiger cat"
283,"Persian cat"
284,"Siamese cat, Siamese"
285,"Egyptian cat"
286,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor"
287,"lynx, catamount"
288,"leopard, Panthera pardus"
289,"snow leopard, ounce, Panthera uncia"
290,"jaguar, panther, Panthera onca, Felis onca"
291,"lion, king of beasts, Panthera leo"
292,"tiger, Panthera tigris"
293,"cheetah, chetah, Acinonyx jubatus"
294,"brown bear, bruin, Ursus arctos"
295,"American black bear, black bear, Ursus americanus, Euarctos americanus"
296,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus"
297,"sloth bear, Melursus ursinus, Ursus ursinus"
298,"mongoose"
299,"meerkat, suricate"
300,"tiger beetle"
301,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle"
302,"ground beetle, carabid beetle"
303,"long-horned beetle, longicorn, longicorn beetle"
304,"leaf beetle, chrysomelid"
305,"dung beetle"
306,"rhinoceros beetle"
307,"weevil"
308,"fly"
309,"bee"
310,"ant, emmet, pismire"
311,"grasshopper, hopper"
312,"cricket"
313,"walking stick, walkingstick, stick insect"
314,"cockroach, roach"
315,"mantis, mantid"
316,"cicada, cicala"
317,"leafhopper"
318,"lacewing, lacewing fly"
319,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
320,"damselfly"
321,"admiral"
322,"ringlet, ringlet butterfly"
323,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus"
324,"cabbage butterfly"
325,"sulphur butterfly, sulfur butterfly"
326,"lycaenid, lycaenid butterfly"
327,"starfish, sea star"
328,"sea urchin"
329,"sea cucumber, holothurian"
330,"wood rabbit, cottontail, cottontail rabbit"
331,"hare"
332,"Angora, Angora rabbit"
333,"hamster"
334,"porcupine, hedgehog"
335,"fox squirrel, eastern fox squirrel, Sciurus niger"
336,"marmot"
337,"beaver"
338,"guinea pig, Cavia cobaya"
339,"sorrel"
340,"zebra"
341,"hog, pig, grunter, squealer, Sus scrofa"
342,"wild boar, boar, Sus scrofa"
343,"warthog"
344,"hippopotamus, hippo, river horse, Hippopotamus amphibius"
345,"ox"
346,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
347,"bison"
348,"ram, tup"
349,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis"
350,"ibex, Capra ibex"
351,"wild goat, Capra hircus"
352,"Arabian camel, dromedary, Camelus dromedarius"
353,"llama"
354,"weasel"
355,"mink"
356,"polecat, fitch, foulmart, foumart, Mustela putorius"
357,"black-footed ferret, ferret, Mustela nigripes"
358,"otter"
359,"skunk, polecat, wood pussy"
360,"badger"
361,"armadillo"
362,"three-toed sloth, ai, Bradypus tridactylus"
363,"orangutan, orang, Pongo pygmaeus"
364,"gorilla, Gorilla gorilla"
365,"chimpanzee, chimp, Pan troglodytes"
366,"gibbon, Hylobates lar"
367,"siamang, Hylobates syndactylus, Symphalangus syndactylus"
368,"guenon, guenon monkey"
369,"patas, hussar monkey, Erythrocebus patas"
370,"baboon"
371,"macaque"
372,"langur"
373,"colobus, colobus monkey"
374,"proboscis monkey, Nasalis larvatus"
375,"marmoset"
376,"capuchin, ringtail, Cebus capucinus"
377,"howler monkey, howler"
378,"titi, titi monkey"
379,"spider monkey, Ateles geoffroyi"
380,"squirrel monkey, Saimiri sciureus"
381,"Madagascar cat, ring-tailed lemur, Lemur catta"
382,"indri, indris, Indri indri, Indri brevicaudatus"
383,"Indian elephant, Elephas maximus"
384,"African elephant, Loxodonta africana"
385,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens"
386,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca"
387,"barracouta, snoek"
388,"eel"
389,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch"
390,"rock beauty, Holocanthus tricolor"
391,"anemone fish"
392,"sturgeon"
393,"gar, garfish, garpike, billfish, Lepisosteus osseus"
394,"lionfish"
395,"puffer, pufferfish, blowfish, globefish"
396,"abacus"
397,"abaya"
398,"academic gown, academic robe, judge's robe"
399,"accordion, piano accordion, squeeze box"
400,"acoustic guitar"
401,"aircraft carrier, carrier, flattop, attack aircraft carrier"
402,"airliner"
403,"airship, dirigible"
404,"altar"
405,"ambulance"
406,"amphibian, amphibious vehicle"
407,"analog clock"
408,"apiary, bee house"
409,"apron"
410,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
411,"assault rifle, assault gun"
412,"backpack, back pack, knapsack, packsack, rucksack, haversack"
413,"bakery, bakeshop, bakehouse"
414,"balance beam, beam"
415,"balloon"
416,"ballpoint, ballpoint pen, ballpen, Biro"
417,"Band Aid"
418,"banjo"
419,"bannister, banister, balustrade, balusters, handrail"
420,"barbell"
421,"barber chair"
422,"barbershop"
423,"barn"
424,"barometer"
425,"barrel, cask"
426,"barrow, garden cart, lawn cart, wheelbarrow"
427,"baseball"
428,"basketball"
429,"bassinet"
430,"bassoon"
431,"bathing cap, swimming cap"
432,"bath towel"
433,"bathtub, bathing tub, bath, tub"
434,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
435,"beacon, lighthouse, beacon light, pharos"
436,"beaker"
437,"bearskin, busby, shako"
438,"beer bottle"
439,"beer glass"
440,"bell cote, bell cot"
441,"bib"
442,"bicycle-built-for-two, tandem bicycle, tandem"
443,"bikini, two-piece"
444,"binder, ring-binder"
445,"binoculars, field glasses, opera glasses"
446,"birdhouse"
447,"boathouse"
448,"bobsled, bobsleigh, bob"
449,"bolo tie, bolo, bola tie, bola"
450,"bonnet, poke bonnet"
451,"bookcase"
452,"bookshop, bookstore, bookstall"
453,"bottlecap"
454,"bow"
455,"bow tie, bow-tie, bowtie"
456,"brass, memorial tablet, plaque"
457,"brassiere, bra, bandeau"
458,"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
459,"breastplate, aegis, egis"
460,"broom"
461,"bucket, pail"
462,"buckle"
463,"bulletproof vest"
464,"bullet train, bullet"
465,"butcher shop, meat market"
466,"cab, hack, taxi, taxicab"
467,"caldron, cauldron"
468,"candle, taper, wax light"
469,"cannon"
470,"canoe"
471,"can opener, tin opener"
472,"cardigan"
473,"car mirror"
474,"carousel, carrousel, merry-go-round, roundabout, whirligig"
475,"carpenter's kit, tool kit"
476,"carton"
477,"car wheel"
478,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM"
479,"cassette"
480,"cassette player"
481,"castle"
482,"catamaran"
483,"CD player"
484,"cello, violoncello"
485,"cellular telephone, cellular phone, cellphone, cell, mobile phone"
486,"chain"
487,"chainlink fence"
488,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour"
489,"chain saw, chainsaw"
490,"chest"
491,"chiffonier, commode"
492,"chime, bell, gong"
493,"china cabinet, china closet"
494,"Christmas stocking"
495,"church, church building"
496,"cinema, movie theater, movie theatre, movie house, picture palace"
497,"cleaver, meat cleaver, chopper"
498,"cliff dwelling"
499,"cloak"
500,"clog, geta, patten, sabot"
501,"cocktail shaker"
502,"coffee mug"
503,"coffeepot"
504,"coil, spiral, volute, whorl, helix"
505,"combination lock"
506,"computer keyboard, keypad"
507,"confectionery, confectionary, candy store"
508,"container ship, containership, container vessel"
509,"convertible"
510,"corkscrew, bottle screw"
511,"cornet, horn, trumpet, trump"
512,"cowboy boot"
513,"cowboy hat, ten-gallon hat"
514,"cradle"
515,"crane"
516,"crash helmet"
517,"crate"
518,"crib, cot"
519,"Crock Pot"
520,"croquet ball"
521,"crutch"
522,"cuirass"
523,"dam, dike, dyke"
524,"desk"
525,"desktop computer"
526,"dial telephone, dial phone"
527,"diaper, nappy, napkin"
528,"digital clock"
529,"digital watch"
530,"dining table, board"
531,"dishrag, dishcloth"
532,"dishwasher, dish washer, dishwashing machine"
533,"disk brake, disc brake"
534,"dock, dockage, docking facility"
535,"dogsled, dog sled, dog sleigh"
536,"dome"
537,"doormat, welcome mat"
538,"drilling platform, offshore rig"
539,"drum, membranophone, tympan"
540,"drumstick"
541,"dumbbell"
542,"Dutch oven"
543,"electric fan, blower"
544,"electric guitar"
545,"electric locomotive"
546,"entertainment center"
547,"envelope"
548,"espresso maker"
549,"face powder"
550,"feather boa, boa"
551,"file, file cabinet, filing cabinet"
552,"fireboat"
553,"fire engine, fire truck"
554,"fire screen, fireguard"
555,"flagpole, flagstaff"
556,"flute, transverse flute"
557,"folding chair"
558,"football helmet"
559,"forklift"
560,"fountain"
561,"fountain pen"
562,"four-poster"
563,"freight car"
564,"French horn, horn"
565,"frying pan, frypan, skillet"
566,"fur coat"
567,"garbage truck, dustcart"
568,"gasmask, respirator, gas helmet"
569,"gas pump, gasoline pump, petrol pump, island dispenser"
570,"goblet"
571,"go-kart"
572,"golf ball"
573,"golfcart, golf cart"
574,"gondola"
575,"gong, tam-tam"
576,"gown"
577,"grand piano, grand"
578,"greenhouse, nursery, glasshouse"
579,"grille, radiator grille"
580,"grocery store, grocery, food market, market"
581,"guillotine"
582,"hair slide"
583,"hair spray"
584,"half track"
585,"hammer"
586,"hamper"
587,"hand blower, blow dryer, blow drier, hair dryer, hair drier"
588,"hand-held computer, hand-held device"
589,"handkerchief, hankie, hanky, hankey"
590,"hard disc, hard disk, fixed disk"
591,"harmonica, mouth organ, harp, mouth harp"
592,"harp"
593,"harvester, reaper"
594,"hatchet"
595,"holster"
596,"home theater, home theatre"
597,"honeycomb"
598,"hook, claw"
599,"hoopskirt, crinoline"
600,"horizontal bar, high bar"
601,"horse cart, horse-cart"
602,"hourglass"
603,"iPod"
604,"iron, smoothing iron"
605,"jack-o'-lantern"
606,"jean, blue jean, denim"
607,"jeep, landrover"
608,"jersey, T-shirt, tee shirt"
609,"jigsaw puzzle"
610,"jinrikisha, ricksha, rickshaw"
611,"joystick"
612,"kimono"
613,"knee pad"
614,"knot"
615,"lab coat, laboratory coat"
616,"ladle"
617,"lampshade, lamp shade"
618,"laptop, laptop computer"
619,"lawn mower, mower"
620,"lens cap, lens cover"
621,"letter opener, paper knife, paperknife"
622,"library"
623,"lifeboat"
624,"lighter, light, igniter, ignitor"
625,"limousine, limo"
626,"liner, ocean liner"
627,"lipstick, lip rouge"
628,"Loafer"
629,"lotion"
630,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system"
631,"loupe, jeweler's loupe"
632,"lumbermill, sawmill"
633,"magnetic compass"
634,"mailbag, postbag"
635,"mailbox, letter box"
636,"maillot"
637,"maillot, tank suit"
638,"manhole cover"
639,"maraca"
640,"marimba, xylophone"
641,"mask"
642,"matchstick"
643,"maypole"
644,"maze, labyrinth"
645,"measuring cup"
646,"medicine chest, medicine cabinet"
647,"megalith, megalithic structure"
648,"microphone, mike"
649,"microwave, microwave oven"
650,"military uniform"
651,"milk can"
652,"minibus"
653,"miniskirt, mini"
654,"minivan"
655,"missile"
656,"mitten"
657,"mixing bowl"
658,"mobile home, manufactured home"
659,"Model T"
660,"modem"
661,"monastery"
662,"monitor"
663,"moped"
664,"mortar"
665,"mortarboard"
666,"mosque"
667,"mosquito net"
668,"motor scooter, scooter"
669,"mountain bike, all-terrain bike, off-roader"
670,"mountain tent"
671,"mouse, computer mouse"
672,"mousetrap"
673,"moving van"
674,"muzzle"
675,"nail"
676,"neck brace"
677,"necklace"
678,"nipple"
679,"notebook, notebook computer"
680,"obelisk"
681,"oboe, hautboy, hautbois"
682,"ocarina, sweet potato"
683,"odometer, hodometer, mileometer, milometer"
684,"oil filter"
685,"organ, pipe organ"
686,"oscilloscope, scope, cathode-ray oscilloscope, CRO"
687,"overskirt"
688,"oxcart"
689,"oxygen mask"
690,"packet"
691,"paddle, boat paddle"
692,"paddlewheel, paddle wheel"
693,"padlock"
694,"paintbrush"
695,"pajama, pyjama, pj's, jammies"
696,"palace"
697,"panpipe, pandean pipe, syrinx"
698,"paper towel"
699,"parachute, chute"
700,"parallel bars, bars"
701,"park bench"
702,"parking meter"
703,"passenger car, coach, carriage"
704,"patio, terrace"
705,"pay-phone, pay-station"
706,"pedestal, plinth, footstall"
707,"pencil box, pencil case"
708,"pencil sharpener"
709,"perfume, essence"
710,"Petri dish"
711,"photocopier"
712,"pick, plectrum, plectron"
713,"pickelhaube"
714,"picket fence, paling"
715,"pickup, pickup truck"
716,"pier"
717,"piggy bank, penny bank"
718,"pill bottle"
719,"pillow"
720,"ping-pong ball"
721,"pinwheel"
722,"pirate, pirate ship"
723,"pitcher, ewer"
724,"plane, carpenter's plane, woodworking plane"
725,"planetarium"
726,"plastic bag"
727,"plate rack"
728,"plow, plough"
729,"plunger, plumber's helper"
730,"Polaroid camera, Polaroid Land camera"
731,"pole"
732,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria"
733,"poncho"
734,"pool table, billiard table, snooker table"
735,"pop bottle, soda bottle"
736,"pot, flowerpot"
737,"potter's wheel"
738,"power drill"
739,"prayer rug, prayer mat"
740,"printer"
741,"prison, prison house"
742,"projectile, missile"
743,"projector"
744,"puck, hockey puck"
745,"punching bag, punch bag, punching ball, punchball"
746,"purse"
747,"quill, quill pen"
748,"quilt, comforter, comfort, puff"
749,"racer, race car, racing car"
750,"racket, racquet"
751,"radiator"
752,"radio, wireless"
753,"radio telescope, radio reflector"
754,"rain barrel"
755,"recreational vehicle, RV, R.V."
756,"reel"
757,"reflex camera"
758,"refrigerator, icebox"
759,"remote control, remote"
760,"restaurant, eating house, eating place, eatery"
761,"revolver, six-gun, six-shooter"
762,"rifle"
763,"rocking chair, rocker"
764,"rotisserie"
765,"rubber eraser, rubber, pencil eraser"
766,"rugby ball"
767,"rule, ruler"
768,"running shoe"
769,"safe"
770,"safety pin"
771,"saltshaker, salt shaker"
772,"sandal"
773,"sarong"
774,"sax, saxophone"
775,"scabbard"
776,"scale, weighing machine"
777,"school bus"
778,"schooner"
779,"scoreboard"
780,"screen, CRT screen"
781,"screw"
782,"screwdriver"
783,"seat belt, seatbelt"
784,"sewing machine"
785,"shield, buckler"
786,"shoe shop, shoe-shop, shoe store"
787,"shoji"
788,"shopping basket"
789,"shopping cart"
790,"shovel"
791,"shower cap"
792,"shower curtain"
793,"ski"
794,"ski mask"
795,"sleeping bag"
796,"slide rule, slipstick"
797,"sliding door"
798,"slot, one-armed bandit"
799,"snorkel"
800,"snowmobile"
801,"snowplow, snowplough"
802,"soap dispenser"
803,"soccer ball"
804,"sock"
805,"solar dish, solar collector, solar furnace"
806,"sombrero"
807,"soup bowl"
808,"space bar"
809,"space heater"
810,"space shuttle"
811,"spatula"
812,"speedboat"
813,"spider web, spider's web"
814,"spindle"
815,"sports car, sport car"
816,"spotlight, spot"
817,"stage"
818,"steam locomotive"
819,"steel arch bridge"
820,"steel drum"
821,"stethoscope"
822,"stole"
823,"stone wall"
824,"stopwatch, stop watch"
825,"stove"
826,"strainer"
827,"streetcar, tram, tramcar, trolley, trolley car"
828,"stretcher"
829,"studio couch, day bed"
830,"stupa, tope"
831,"submarine, pigboat, sub, U-boat"
832,"suit, suit of clothes"
833,"sundial"
834,"sunglass"
835,"sunglasses, dark glasses, shades"
836,"sunscreen, sunblock, sun blocker"
837,"suspension bridge"
838,"swab, swob, mop"
839,"sweatshirt"
840,"swimming trunks, bathing trunks"
841,"swing"
842,"switch, electric switch, electrical switch"
843,"syringe"
844,"table lamp"
845,"tank, army tank, armored combat vehicle, armoured combat vehicle"
846,"tape player"
847,"teapot"
848,"teddy, teddy bear"
849,"television, television system"
850,"tennis ball"
851,"thatch, thatched roof"
852,"theater curtain, theatre curtain"
853,"thimble"
854,"thresher, thrasher, threshing machine"
855,"throne"
856,"tile roof"
857,"toaster"
858,"tobacco shop, tobacconist shop, tobacconist"
859,"toilet seat"
860,"torch"
861,"totem pole"
862,"tow truck, tow car, wrecker"
863,"toyshop"
864,"tractor"
865,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi"
866,"tray"
867,"trench coat"
868,"tricycle, trike, velocipede"
869,"trimaran"
870,"tripod"
871,"triumphal arch"
872,"trolleybus, trolley coach, trackless trolley"
873,"trombone"
874,"tub, vat"
875,"turnstile"
876,"typewriter keyboard"
877,"umbrella"
878,"unicycle, monocycle"
879,"upright, upright piano"
880,"vacuum, vacuum cleaner"
881,"vase"
882,"vault"
883,"velvet"
884,"vending machine"
885,"vestment"
886,"viaduct"
887,"violin, fiddle"
888,"volleyball"
889,"waffle iron"
890,"wall clock"
891,"wallet, billfold, notecase, pocketbook"
892,"wardrobe, closet, press"
893,"warplane, military plane"
894,"washbasin, handbasin, washbowl, lavabo, wash-hand basin"
895,"washer, automatic washer, washing machine"
896,"water bottle"
897,"water jug"
898,"water tower"
899,"whiskey jug"
900,"whistle"
901,"wig"
902,"window screen"
903,"window shade"
904,"Windsor tie"
905,"wine bottle"
906,"wing"
907,"wok"
908,"wooden spoon"
909,"wool, woolen, woollen"
910,"worm fence, snake fence, snake-rail fence, Virginia fence"
911,"wreck"
912,"yawl"
913,"yurt"
914,"web site, website, internet site, site"
915,"comic book"
916,"crossword puzzle, crossword"
917,"street sign"
918,"traffic light, traffic signal, stoplight"
919,"book jacket, dust cover, dust jacket, dust wrapper"
920,"menu"
921,"plate"
922,"guacamole"
923,"consomme"
924,"hot pot, hotpot"
925,"trifle"
926,"ice cream, icecream"
927,"ice lolly, lolly, lollipop, popsicle"
928,"French loaf"
929,"bagel, beigel"
930,"pretzel"
931,"cheeseburger"
932,"hotdog, hot dog, red hot"
933,"mashed potato"
934,"head cabbage"
935,"broccoli"
936,"cauliflower"
937,"zucchini, courgette"
938,"spaghetti squash"
939,"acorn squash"
940,"butternut squash"
941,"cucumber, cuke"
942,"artichoke, globe artichoke"
943,"bell pepper"
944,"cardoon"
945,"mushroom"
946,"Granny Smith"
947,"strawberry"
948,"orange"
949,"lemon"
950,"fig"
951,"pineapple, ananas"
952,"banana"
953,"jackfruit, jak, jack"
954,"custard apple"
955,"pomegranate"
956,"hay"
957,"carbonara"
958,"chocolate sauce, chocolate syrup"
959,"dough"
960,"meat loaf, meatloaf"
961,"pizza, pizza pie"
962,"potpie"
963,"burrito"
964,"red wine"
965,"espresso"
966,"cup"
967,"eggnog"
968,"alp"
969,"bubble"
970,"cliff, drop, drop-off"
971,"coral reef"
972,"geyser"
973,"lakeside, lakeshore"
974,"promontory, headland, head, foreland"
975,"sandbar, sand bar"
976,"seashore, coast, seacoast, sea-coast"
977,"valley, vale"
978,"volcano"
979,"ballplayer, baseball player"
980,"groom, bridegroom"
981,"scuba diver"
982,"rapeseed"
